Gene_ID,Gene_Name,Condition
ENSG00000176239,OR51B6,Pre-Transplant
ENSG00000121653,MAPK8IP1,Pre-Transplant
ENSG00000201591,RNU6-99P,Pre-Transplant
ENSG00000086205,FOLH1,Pre-Transplant
ENSG00000183695,MRGPRX2,Pre-Transplant
ENSG00000197674,OR51C1P,Pre-Transplant
ENSG00000241950,RPL29P23,Pre-Transplant
ENSG00000180720,CHRM4,Pre-Transplant
ENSG00000170946,DNAJC24,Pre-Transplant
ENSG00000187398,LUZP2,Pre-Transplant
ENSG00000255300,LINC02745,Pre-Transplant
ENSG00000254857,MRGPRX12P,Pre-Transplant
ENSG00000121236,TRIM6,Pre-Transplant
ENSG00000110492,MDK,Pre-Transplant
ENSG00000248332,TUB-AS1,Pre-Transplant
ENSG00000110171,TRIM3,Pre-Transplant
ENSG00000176951,OR51N1P,Pre-Transplant
ENSG00000255133,LINC02721,Pre-Transplant
ENSG00000254838,GVINP1,Pre-Transplant
ENSG00000255078,OR4A6P,Pre-Transplant
ENSG00000240808,RPL34P24,Pre-Transplant
ENSG00000133805,AMPD3,Pre-Transplant
ENSG00000182070,OR52A1,Pre-Transplant
ENSG00000091664,SLC17A6,Pre-Transplant
ENSG00000148935,GAS2,Pre-Transplant
ENSG00000213934,HBG1,Pre-Transplant
ENSG00000052841,TTC17,Pre-Transplant
ENSG00000149054,ZNF215,Pre-Transplant
ENSG00000166016,ABTB2,Pre-Transplant
ENSG00000271602,KRT8P49,Pre-Transplant
ENSG00000254544,PCNAP4,Pre-Transplant
ENSG00000152266,PTH,Pre-Transplant
ENSG00000256282,MTCH1P2,Pre-Transplant
ENSG00000243721,RPL23AP63,Pre-Transplant
ENSG00000254598,CSNK2A3,Pre-Transplant
ENSG00000149090,PAMR1,Pre-Transplant
ENSG00000176748,OR52Z1P,Pre-Transplant
ENSG00000181109,OR52P1,Pre-Transplant
ENSG00000247675,LRP4-AS1,Pre-Transplant
ENSG00000255169,LINC02722,Pre-Transplant
ENSG00000205126,ACCSL,Pre-Transplant
ENSG00000222427,RNA5SP338,Pre-Transplant
ENSG00000255175,LINC02759,Pre-Transplant
ENSG00000254862,LGR4-AS1,Pre-Transplant
ENSG00000184321,OR51J1,Pre-Transplant
ENSG00000186082,KRT18P14,Pre-Transplant
ENSG00000176893,OR51G2,Pre-Transplant
ENSG00000272559,OR51F3P,Pre-Transplant
ENSG00000240454,RPL39P26,Pre-Transplant
ENSG00000200090,Y_RNA,Pre-Transplant
ENSG00000121690,DEPDC7,Pre-Transplant
ENSG00000109851,DBX1,Pre-Transplant
ENSG00000207874,MIR610,Pre-Transplant
ENSG00000213693,SEC14L1P1,Pre-Transplant
ENSG00000175104,TRAF6,Pre-Transplant
ENSG00000249867,LINC02742,Pre-Transplant
ENSG00000255534,OR4A43P,Pre-Transplant
ENSG00000184478,OR56A3,Pre-Transplant
ENSG00000283813,MIR4485,Pre-Transplant
ENSG00000201695,RNA5SP334,Pre-Transplant
ENSG00000131808,FSHB,Pre-Transplant
ENSG00000255159,DENND2B-AS1,Pre-Transplant
ENSG00000110536,PTPMT1,Pre-Transplant
ENSG00000236359,OR51B8P,Pre-Transplant
ENSG00000221954,OR4C12,Pre-Transplant
ENSG00000166340,TPP1,Pre-Transplant
ENSG00000243505,RN7SL240P,Pre-Transplant
ENSG00000198168,SVIP,Pre-Transplant
ENSG00000181017,OR56B2P,Pre-Transplant
ENSG00000254464,OR4A3P,Pre-Transplant
ENSG00000229093,OR51AB1P,Pre-Transplant
ENSG00000175800,OR52B3P,Pre-Transplant
ENSG00000232268,OR52I1,Pre-Transplant
ENSG00000254832,OR4A40P,Pre-Transplant
ENSG00000213619,NDUFS3,Pre-Transplant
ENSG00000110497,AMBRA1,Pre-Transplant
ENSG00000206858,Y_RNA,Pre-Transplant
ENSG00000252941,RNA5SP340,Pre-Transplant
ENSG00000109854,HTATIP2,Pre-Transplant
ENSG00000169550,MUC15,Pre-Transplant
ENSG00000205494,OR52A4P,Pre-Transplant
ENSG00000197601,FAR1,Pre-Transplant
ENSG00000213931,HBE1,Pre-Transplant
ENSG00000255536,MRGPRX5P,Pre-Transplant
ENSG00000166341,DCHS1,Pre-Transplant
ENSG00000255294,OR4A50P,Pre-Transplant
ENSG00000176029,C11orf16,Pre-Transplant
ENSG00000255276,RRM1-AS1,Pre-Transplant
ENSG00000255193,LINC02726,Pre-Transplant
ENSG00000256464,YWHABP2,Pre-Transplant
ENSG00000166333,ILK,Pre-Transplant
ENSG00000134343,ANO3,Pre-Transplant
ENSG00000231070,OR52Y1P,Pre-Transplant
ENSG00000254769,OR4A4P,Pre-Transplant
ENSG00000229361,UBTFL7,Pre-Transplant
ENSG00000110427,KIAA1549L,Pre-Transplant
ENSG00000166478,ZNF143,Pre-Transplant
ENSG00000176971,FIBIN,Pre-Transplant
ENSG00000166313,APBB1,Pre-Transplant
ENSG00000234776,FREY1,Pre-Transplant
ENSG00000179057,IGSF22,Pre-Transplant
ENSG00000134569,LRP4,Pre-Transplant
ENSG00000006611,USH1C,Pre-Transplant
ENSG00000176540,OR4C5,Pre-Transplant
ENSG00000176752,OR51A1P,Pre-Transplant
ENSG00000049449,RCN1,Pre-Transplant
ENSG00000254781,GVINP2,Pre-Transplant
ENSG00000181609,OR52D1,Pre-Transplant
ENSG00000052850,ALX4,Pre-Transplant
ENSG00000254674,OR4A42P,Pre-Transplant
ENSG00000157613,CREB3L1,Pre-Transplant
ENSG00000149179,CSTPP1,Pre-Transplant
ENSG00000151348,EXT2,Pre-Transplant
ENSG00000284306,SSU72L2,Pre-Transplant
ENSG00000179817,MRGPRX4,Pre-Transplant
ENSG00000066382,MPPED2,Pre-Transplant
ENSG00000249910,TRIM51CP,Pre-Transplant
ENSG00000227023,OR51A3P,Pre-Transplant
ENSG00000135374,ELF5,Pre-Transplant
ENSG00000255297,OR4A41P,Pre-Transplant
ENSG00000170255,MRGPRX1,Pre-Transplant
ENSG00000254456,LINC02699,Pre-Transplant
ENSG00000184933,OR6A2,Pre-Transplant
ENSG00000201998,SNORA23,Pre-Transplant
ENSG00000254530,LINC02755,Pre-Transplant
ENSG00000181830,SLC35C1,Pre-Transplant
ENSG00000134571,MYBPC3,Pre-Transplant
ENSG00000254463,PPIAP41,Pre-Transplant
ENSG00000148965,SAA4,Pre-Transplant
ENSG00000186714,CCDC73,Pre-Transplant
ENSG00000255349,OR4A7P,Pre-Transplant
ENSG00000255043,NAV2-AS5,Pre-Transplant
ENSG00000212135,SNORD67,Pre-Transplant
ENSG00000212289,RNA5SP339,Pre-Transplant
ENSG00000255075,CENPUP1,Pre-Transplant
ENSG00000178358,OR2D3,Pre-Transplant
ENSG00000255443,CD44-AS1,Pre-Transplant
ENSG00000176716,OR10AB1P,Pre-Transplant
ENSG00000255267,LINC02687,Pre-Transplant
ENSG00000255226,LINC02690,Pre-Transplant
ENSG00000244398,RPL36AP37,Pre-Transplant
ENSG00000175348,TMEM9B,Pre-Transplant
ENSG00000255388,LINC02741,Pre-Transplant
ENSG00000255560,OR4R2P,Pre-Transplant
ENSG00000180878,C11orf42,Pre-Transplant
ENSG00000175619,OR4B1,Pre-Transplant
ENSG00000181009,OR52N5,Pre-Transplant
ENSG00000165912,PACSIN3,Pre-Transplant
ENSG00000167346,MMP26,Pre-Transplant
ENSG00000252769,RNU6-943P,Pre-Transplant
ENSG00000272034,SNORD14A,Pre-Transplant
ENSG00000166007,TRIM51HP,Pre-Transplant
ENSG00000006071,ABCC8,Pre-Transplant
ENSG00000276789,MRGPRX8P,Pre-Transplant
ENSG00000254408,OR4A1P,Pre-Transplant
ENSG00000255269,LINC02710,Pre-Transplant
ENSG00000219061,TRIM51FP,Pre-Transplant
ENSG00000109919,MTCH2,Pre-Transplant
ENSG00000170748,RBMXL2,Pre-Transplant
ENSG00000280021,OR51F1,Pre-Transplant
ENSG00000270607,LEISA1,Pre-Transplant
ENSG00000255427,LINC02707,Pre-Transplant
ENSG00000273912,MIR8068,Pre-Transplant
ENSG00000284157,MIR106A,Pre-Transplant
ENSG00000235975,TPM2P1,Pre-Transplant
ENSG00000184844,CYCSP45,Pre-Transplant
ENSG00000233874,MFN1P1,Pre-Transplant
ENSG00000231270,COBLP1,Pre-Transplant
ENSG00000230578,TMLHEP1,Pre-Transplant
ENSG00000147381,MAGEA4,Pre-Transplant
ENSG00000212747,RTL8B,Pre-Transplant
ENSG00000221533,MIR1184-1,Pre-Transplant
ENSG00000203989,RHOXF2B,Pre-Transplant
ENSG00000226685,CT47A12,Pre-Transplant
ENSG00000125354,SEPTIN6,Pre-Transplant
ENSG00000214720,KRT18P49,Pre-Transplant
ENSG00000283751,MIR452,Pre-Transplant
ENSG00000277535,CT47C1,Pre-Transplant
ENSG00000269335,IKBKG,Pre-Transplant
ENSG00000126890,CTAG2,Pre-Transplant
ENSG00000234288,OR1AA1P,Pre-Transplant
ENSG00000231929,HMGB3P31,Pre-Transplant
ENSG00000101844,ATG4A,Pre-Transplant
ENSG00000214925,RPL36AP52,Pre-Transplant
ENSG00000009694,TENM1,Pre-Transplant
ENSG00000272681,FAM223B,Pre-Transplant
ENSG00000269556,TMEM185A,Pre-Transplant
ENSG00000147403,RPL10,Pre-Transplant
ENSG00000184343,SRPK3,Pre-Transplant
ENSG00000133134,BEX2,Pre-Transplant
ENSG00000007350,TKTL1,Pre-Transplant
ENSG00000122122,SASH3,Pre-Transplant
ENSG00000212321,U3,Pre-Transplant
ENSG00000221081,MIR320D2,Pre-Transplant
ENSG00000243978,RTL9,Pre-Transplant
ENSG00000234345,ELF2P1,Pre-Transplant
ENSG00000231371,AKR1B1P8,Pre-Transplant
ENSG00000271449,CT45A2,Pre-Transplant
ENSG00000005022,SLC25A5,Pre-Transplant
ENSG00000213401,MAGEA12,Pre-Transplant
ENSG00000202279,Y_RNA,Pre-Transplant
ENSG00000235539,MTND1P33,Pre-Transplant
ENSG00000183631,PRR32,Pre-Transplant
ENSG00000102245,CD40LG,Pre-Transplant
ENSG00000237650,OR11Q1P,Pre-Transplant
ENSG00000188706,ZDHHC9,Pre-Transplant
ENSG00000234785,EEF1GP5,Pre-Transplant
ENSG00000165370,GPR101,Pre-Transplant
ENSG00000224107,ETDB,Pre-Transplant
ENSG00000228532,SUMO2P21,Pre-Transplant
ENSG00000183918,SH2D1A,Pre-Transplant
ENSG00000125355,TMEM255A,Pre-Transplant
ENSG00000231164,RPL7P56,Pre-Transplant
ENSG00000224089,CT47A10,Pre-Transplant
ENSG00000225758,RPS17P17,Pre-Transplant
ENSG00000283694,MIR3202-2,Pre-Transplant
ENSG00000280752,LINC00850,Pre-Transplant
ENSG00000234493,RHOXF1P1,Pre-Transplant
ENSG00000102119,EMD,Pre-Transplant
ENSG00000158164,TMSB15A,Pre-Transplant
ENSG00000147206,NXF3,Pre-Transplant
ENSG00000174460,ZCCHC12,Pre-Transplant
ENSG00000224539,SAGE4P,Pre-Transplant
ENSG00000265789,MIR4330,Pre-Transplant
ENSG00000268606,MAGEA2,Pre-Transplant
ENSG00000133169,BEX1,Pre-Transplant
ENSG00000227649,MTND6P32,Pre-Transplant
ENSG00000219507,FTH1P8,Pre-Transplant
ENSG00000255464,SEPTIN14P8,Pre-Transplant
ENSG00000221375,RNU6ATAC23P,Pre-Transplant
ENSG00000283463,HSFX4,Pre-Transplant
ENSG00000126016,AMOT,Pre-Transplant
ENSG00000224664,RPL36AP53,Pre-Transplant
ENSG00000198022,SAGE2P,Pre-Transplant
ENSG00000133124,IRS4,Pre-Transplant
ENSG00000122126,OCRL,Pre-Transplant
ENSG00000268883,PNMA6B,Pre-Transplant
ENSG00000224533,TMLHE-AS1,Pre-Transplant
ENSG00000080561,MID2,Pre-Transplant
ENSG00000237432,RPS7P12,Pre-Transplant
ENSG00000222122,RNU6-648P,Pre-Transplant
ENSG00000235946,H2BW3P,Pre-Transplant
ENSG00000230153,LINC02927,Pre-Transplant
ENSG00000215054,HNRNPCP10,Pre-Transplant
ENSG00000277008,TEX28P2,Pre-Transplant
ENSG00000011677,GABRA3,Pre-Transplant
ENSG00000102178,UBL4A,Pre-Transplant
ENSG00000230320,BEND7P1,Pre-Transplant
ENSG00000221710,MIR1298,Pre-Transplant
ENSG00000282933,RHOXF1P3,Pre-Transplant
ENSG00000166707,ZCCHC18,Pre-Transplant
ENSG00000268902,CSAG2,Pre-Transplant
ENSG00000166049,PASD1,Pre-Transplant
ENSG00000235699,CXorf51B,Pre-Transplant
ENSG00000230707,HAPSTR2,Pre-Transplant
ENSG00000200291,Y_RNA,Pre-Transplant
ENSG00000156920,ADGRG4,Pre-Transplant
ENSG00000236189,RPL18AP15,Pre-Transplant
ENSG00000231513,E2F6P4,Pre-Transplant
ENSG00000222419,RNA5SP511,Pre-Transplant
ENSG00000253612,WBP1LP3,Pre-Transplant
ENSG00000207868,MIR514A1,Pre-Transplant
ENSG00000201912,RN7SKP189,Pre-Transplant
ENSG00000207969,MIR507,Pre-Transplant
ENSG00000269437,NXF2B,Pre-Transplant
ENSG00000233548,CYCSP44,Pre-Transplant
ENSG00000187823,RTL4,Pre-Transplant
ENSG00000237300,MTCO1P19,Pre-Transplant
ENSG00000182890,GLUD2,Pre-Transplant
ENSG00000176988,FMR1NB,Pre-Transplant
ENSG00000147231,RADX,Pre-Transplant
ENSG00000227814,MRPS17P9,Pre-Transplant
ENSG00000227541,SFR1P1,Pre-Transplant
ENSG00000228450,NLRP7P1,Pre-Transplant
ENSG00000207033,RNU6-154P,Pre-Transplant
ENSG00000018610,STEEP1,Pre-Transplant
ENSG00000182492,BGN,Pre-Transplant
ENSG00000126903,SLC10A3,Pre-Transplant
ENSG00000165694,FRMD7,Pre-Transplant
ENSG00000176289,IDSP1,Pre-Transplant
ENSG00000185515,BRCC3,Pre-Transplant
ENSG00000271158,WDR4P1,Pre-Transplant
ENSG00000226339,RPS26P56,Pre-Transplant
ENSG00000189108,IL1RAPL2,Pre-Transplant
ENSG00000224471,MTCO3P19,Pre-Transplant
ENSG00000228316,MTATP6P19,Pre-Transplant
ENSG00000129675,ARHGEF6,Pre-Transplant
ENSG00000165359,INTS6L,Pre-Transplant
ENSG00000102243,VGLL1,Pre-Transplant
ENSG00000286237,ARMCX5-GPRASP2,Pre-Transplant
ENSG00000226388,ELL2P4,Pre-Transplant
ENSG00000236077,SLC6A14P1,Pre-Transplant
ENSG00000203933,CXorf66,Pre-Transplant
ENSG00000101966,XIAP,Pre-Transplant
ENSG00000277883,NLRP3P1,Pre-Transplant
ENSG00000198689,SLC9A6,Pre-Transplant
ENSG00000123561,SERPINA7,Pre-Transplant
ENSG00000224281,SLC25A5-AS1,Pre-Transplant
ENSG00000125676,THOC2,Pre-Transplant
ENSG00000229967,MAGEA4-AS1,Pre-Transplant
ENSG00000233467,HAX1P1,Pre-Transplant
ENSG00000270524,QTRT1P1,Pre-Transplant
ENSG00000242610,OR5BH1P,Pre-Transplant
ENSG00000237584,RAC1P4,Pre-Transplant
ENSG00000068366,ACSL4,Pre-Transplant
ENSG00000234886,MTND5P26,Pre-Transplant
ENSG00000225400,RAB28P5,Pre-Transplant
ENSG00000197021,EOLA2,Pre-Transplant
ENSG00000175556,LONRF3,Pre-Transplant
ENSG00000198908,GPRASP3,Pre-Transplant
ENSG00000200572,Y_RNA,Pre-Transplant
ENSG00000203879,GDI1,Pre-Transplant
ENSG00000178947,SMIM10L2A,Pre-Transplant
ENSG00000123562,MORF4L2,Pre-Transplant
ENSG00000223995,RPL32P35,Pre-Transplant
ENSG00000216005,MIR888,Pre-Transplant
ENSG00000274962,TEX28P1,Pre-Transplant
ENSG00000278085,CT45A8,Pre-Transplant
ENSG00000172748,ZNF596,Pre-Transplant
ENSG00000224142,AMMECR1-IT1,Pre-Transplant
ENSG00000176076,KCNE5,Pre-Transplant
ENSG00000241198,RN7SL191P,Pre-Transplant
ENSG00000206622,SNORA69,Pre-Transplant
ENSG00000224632,NUDT19P2,Pre-Transplant
ENSG00000186376,ZNF75D,Pre-Transplant
ENSG00000147255,IGSF1,Pre-Transplant
ENSG00000235656,RPL36P18,Pre-Transplant
ENSG00000063587,ZNF275,Pre-Transplant
ENSG00000155966,AFF2,Pre-Transplant
ENSG00000277486,SAGE3P,Pre-Transplant
ENSG00000230347,CT47A8,Pre-Transplant
ENSG00000232054,NPM1P34,Pre-Transplant
ENSG00000169057,MECP2,Pre-Transplant
ENSG00000123575,FAM199X,Pre-Transplant
ENSG00000282419,TEX13D,Pre-Transplant
ENSG00000224031,TCEAL3-AS1,Pre-Transplant
ENSG00000147234,FRMPD3,Pre-Transplant
ENSG00000204053,MYCLP1,Pre-Transplant
ENSG00000134590,RTL8C,Pre-Transplant
ENSG00000207589,MIR508,Pre-Transplant
ENSG00000182366,FAM87A,Pre-Transplant
ENSG00000182195,LDOC1,Pre-Transplant
ENSG00000275882,IKBKGP1,Pre-Transplant
ENSG00000284499,MIR363,Pre-Transplant
ENSG00000223940,KRT8P8,Pre-Transplant
ENSG00000147224,PRPS1,Pre-Transplant
ENSG00000268651,CTAG1A,Pre-Transplant
ENSG00000227159,DDX11L16,Pre-Transplant
ENSG00000235849,HS6ST2-AS1,Pre-Transplant
ENSG00000269586,CT45A10,Pre-Transplant
ENSG00000241769,EOLA1-DT,Pre-Transplant
ENSG00000089820,ARHGAP4,Pre-Transplant
ENSG00000005893,LAMP2,Pre-Transplant
ENSG00000183862,CNGA2,Pre-Transplant
ENSG00000228659,LINC01201,Pre-Transplant
ENSG00000134588,USP26,Pre-Transplant
ENSG00000101883,RHOXF1,Pre-Transplant
ENSG00000102032,RENBP,Pre-Transplant
ENSG00000236080,YAP1P2,Pre-Transplant
ENSG00000223484,TRPC6P1,Pre-Transplant
ENSG00000156009,MAGEA8,Pre-Transplant
ENSG00000185247,MAGEA11,Pre-Transplant
ENSG00000236091,LINC02243,Pre-Transplant
ENSG00000201443,RNU6-309P,Pre-Transplant
ENSG00000202407,Y_RNA,Pre-Transplant
ENSG00000183434,TFDP3,Pre-Transplant
ENSG00000237458,TUBB4BP3,Pre-Transplant
ENSG00000240327,RN7SL93P,Pre-Transplant
ENSG00000230491,SRD5A2P1,Pre-Transplant
ENSG00000284450,MIR664B,Pre-Transplant
ENSG00000102081,FMR1,Pre-Transplant
ENSG00000199920,RNU4-44P,Pre-Transplant
ENSG00000203923,SPANXN1,Pre-Transplant
ENSG00000238188,SPRING1P2,Pre-Transplant
ENSG00000213498,TPT1P13,Pre-Transplant
ENSG00000212100,MIR764,Pre-Transplant
ENSG00000102030,NAA10,Pre-Transplant
ENSG00000222715,MIR1911,Pre-Transplant
ENSG00000230594,CT47A4,Pre-Transplant
ENSG00000071553,ATP6AP1,Pre-Transplant
ENSG00000228717,NAB1P1,Pre-Transplant
ENSG00000204025,TRPC5OS,Pre-Transplant
ENSG00000183305,MAGEA2B,Pre-Transplant
ENSG00000003096,KLHL13,Pre-Transplant
ENSG00000277215,SPANXA2-OT1,Pre-Transplant
ENSG00000175718,RBMXL3,Pre-Transplant
ENSG00000202304,RNU6-1130P,Pre-Transplant
ENSG00000237025,PARD6BP1,Pre-Transplant
ENSG00000207220,RNU1-57P,Pre-Transplant
ENSG00000211583,MIR767,Pre-Transplant
ENSG00000168939,SPRY3,Pre-Transplant
ENSG00000183981,MAGEA13P,Pre-Transplant
ENSG00000213397,HAUS7,Pre-Transplant
ENSG00000231144,EEF1A1P40,Pre-Transplant
ENSG00000173275,ZNF449,Pre-Transplant
ENSG00000265176,MIR3202-1,Pre-Transplant
ENSG00000228819,AGKP2,Pre-Transplant
ENSG00000198918,RPL39,Pre-Transplant
ENSG00000233260,RPSAP63,Pre-Transplant
ENSG00000224978,CD84P1,Pre-Transplant
ENSG00000214827,MTCP1,Pre-Transplant
ENSG00000252294,RNU6-589P,Pre-Transplant
ENSG00000124334,IL9R,Pre-Transplant
ENSG00000123584,MAGEA9,Pre-Transplant
ENSG00000239579,RN7SL325P,Pre-Transplant
ENSG00000207165,SNORA70,Pre-Transplant
ENSG00000182484,WASH6P,Pre-Transplant
ENSG00000268066,FMR1-AS1,Pre-Transplant
ENSG00000101888,NXT2,Pre-Transplant
ENSG00000129680,MAP7D3,Pre-Transplant
ENSG00000234062,TM9SF5P,Pre-Transplant
ENSG00000196507,TCEAL3,Pre-Transplant
ENSG00000234592,TJAP1P1,Pre-Transplant
ENSG00000102181,CD99L2,Pre-Transplant
ENSG00000203952,CCDC160,Pre-Transplant
ENSG00000228965,RPSAP60,Pre-Transplant
ENSG00000230788,CTDSPL2P2,Pre-Transplant
ENSG00000196924,FLNA,Pre-Transplant
ENSG00000227183,HDGFP1,Pre-Transplant
ENSG00000156504,PABIR2,Pre-Transplant
ENSG00000237828,PA2G4P1,Pre-Transplant
ENSG00000286051,MAGEA6-DT,Pre-Transplant
ENSG00000181819,KCTD9P2,Pre-Transplant
ENSG00000207800,MIR504,Pre-Transplant
ENSG00000199001,MIR448,Pre-Transplant
ENSG00000252069,Y_RNA,Pre-Transplant
ENSG00000172534,HCFC1,Pre-Transplant
ENSG00000207081,RNU6-616P,Pre-Transplant
ENSG00000276350,MIR6858,Pre-Transplant
ENSG00000147257,GPC3,Pre-Transplant
ENSG00000223508,RPL23AP53,Pre-Transplant
ENSG00000242362,CT47A2,Pre-Transplant
ENSG00000229082,OR5AW1P,Pre-Transplant
ENSG00000180879,SSR4,Pre-Transplant
ENSG00000067842,ATP2B3,Pre-Transplant
ENSG00000213526,SETP8,Pre-Transplant
ENSG00000278317,H3P46,Pre-Transplant
ENSG00000223516,AFF2-IT1,Pre-Transplant
ENSG00000165775,FUNDC2,Pre-Transplant
ENSG00000224236,MRRFP1,Pre-Transplant
ENSG00000206900,RNU6-98P,Pre-Transplant
ENSG00000282815,TEX13C,Pre-Transplant
ENSG00000258545,RHOXF1-AS1,Pre-Transplant
ENSG00000237225,OR13K1P,Pre-Transplant
ENSG00000134602,STK26,Pre-Transplant
ENSG00000207866,MIR514A2,Pre-Transplant
ENSG00000147378,FATE1,Pre-Transplant
ENSG00000268221,OPN1MW,Pre-Transplant
ENSG00000283775,MIR4329,Pre-Transplant
ENSG00000225728,TMEM230P1,Pre-Transplant
ENSG00000067840,PDZD4,Pre-Transplant
ENSG00000101890,GUCY2F,Pre-Transplant
ENSG00000125351,UPF3B,Pre-Transplant
ENSG00000155961,RAB39B,Pre-Transplant
ENSG00000165376,CLDN2,Pre-Transplant
ENSG00000130830,MPP1,Pre-Transplant
ENSG00000131724,IL13RA1,Pre-Transplant
ENSG00000046774,MAGEC2,Pre-Transplant
ENSG00000207867,MIR514A3,Pre-Transplant
ENSG00000101974,ATP11C,Pre-Transplant
ENSG00000102038,SMARCA1,Pre-Transplant
ENSG00000206864,RNU6-207P,Pre-Transplant
ENSG00000214930,KRT8P6,Pre-Transplant
ENSG00000102195,GPR50,Pre-Transplant
ENSG00000067829,IDH3G,Pre-Transplant
ENSG00000222321,MIR1912,Pre-Transplant
ENSG00000230376,MEMO1P4,Pre-Transplant
ENSG00000147223,RIPPLY1,Pre-Transplant
ENSG00000166160,OPN1MW2,Pre-Transplant
ENSG00000185973,TMLHE,Pre-Transplant
ENSG00000123572,NRK,Pre-Transplant
ENSG00000122121,XPNPEP2,Pre-Transplant
ENSG00000223749,MIR503HG,Pre-Transplant
ENSG00000170935,NCBP2L,Pre-Transplant
ENSG00000252163,RN7SKP31,Pre-Transplant
ENSG00000211578,MIR766,Pre-Transplant
ENSG00000123165,ACTRT1,Pre-Transplant
ENSG00000216056,MIR891A,Pre-Transplant
ENSG00000233861,MGAT2P1,Pre-Transplant
ENSG00000184033,CTAG1B,Pre-Transplant
ENSG00000232664,LARP1BP3,Pre-Transplant
ENSG00000213652,HMGB3P30,Pre-Transplant
ENSG00000131725,WDR44,Pre-Transplant
ENSG00000147246,HTR2C,Pre-Transplant
ENSG00000220541,PPIHP2,Pre-Transplant
ENSG00000189252,SPANXN3,Pre-Transplant
ENSG00000225008,TWF1P2,Pre-Transplant
ENSG00000224440,CXorf51A,Pre-Transplant
ENSG00000228089,PNKDP1,Pre-Transplant
ENSG00000181433,SAGE1,Pre-Transplant
ENSG00000188828,GLRA4,Pre-Transplant
ENSG00000235239,ACTRT1P1,Pre-Transplant
ENSG00000201285,RNA5SP524,Pre-Transplant
ENSG00000268738,HSFX2,Pre-Transplant
ENSG00000286096,GPC3-AS1,Pre-Transplant
ENSG00000222796,RNU6-383P,Pre-Transplant
ENSG00000216064,MIR891B,Pre-Transplant
ENSG00000029993,HMGB3,Pre-Transplant
ENSG00000234825,XRCC6P2,Pre-Transplant
ENSG00000232787,OR7L1P,Pre-Transplant
ENSG00000233382,NKAPP1,Pre-Transplant
ENSG00000101812,H2BW2,Pre-Transplant
ENSG00000227779,NDUFB3P5,Pre-Transplant
ENSG00000102241,HTATSF1,Pre-Transplant
ENSG00000227211,H3P45,Pre-Transplant
ENSG00000077264,PAK3,Pre-Transplant
ENSG00000198910,L1CAM,Pre-Transplant
ENSG00000231787,H2BP9,Pre-Transplant
ENSG00000224732,MAGEA7P,Pre-Transplant
ENSG00000214992,AKAP17BP,Pre-Transplant
ENSG00000230162,CT45A11P,Pre-Transplant
ENSG00000196972,SMIM10L2B,Pre-Transplant
ENSG00000203950,RTL8A,Pre-Transplant
ENSG00000125675,GRIA3,Pre-Transplant
ENSG00000277745,H2AB3,Pre-Transplant
ENSG00000212595,RNA5SP525,Pre-Transplant
ENSG00000229335,DANT1,Pre-Transplant
ENSG00000287394,MAGEA3-DT,Pre-Transplant
ENSG00000225125,RANP4,Pre-Transplant
ENSG00000165704,HPRT1,Pre-Transplant
ENSG00000237040,DPH3P2,Pre-Transplant
ENSG00000223733,RPL18AP14,Pre-Transplant
ENSG00000230392,LINC03098,Pre-Transplant
ENSG00000235334,BTG3P1,Pre-Transplant
ENSG00000232549,SRD5A1P1,Pre-Transplant
ENSG00000271464,DPRXP7,Pre-Transplant
ENSG00000224908,TIMM8BP2,Pre-Transplant
ENSG00000101856,PGRMC1,Pre-Transplant
ENSG00000201440,RNA5SP515,Pre-Transplant
ENSG00000227064,NAA20P1,Pre-Transplant
ENSG00000278803,PWWP4,Pre-Transplant
ENSG00000273041,ATF4P2,Pre-Transplant
ENSG00000252205,RNU6-764P,Pre-Transplant
ENSG00000156500,PABIR3,Pre-Transplant
ENSG00000242520,MAGEA5P,Pre-Transplant
ENSG00000237426,ZIK1P1,Pre-Transplant
ENSG00000237757,EEF1A1P30,Pre-Transplant
ENSG00000147274,RBMX,Pre-Transplant
ENSG00000271826,PLS3-AS1,Pre-Transplant
ENSG00000077713,SLC25A43,Pre-Transplant
ENSG00000232379,RPL22P23,Pre-Transplant
ENSG00000147262,GPR119,Pre-Transplant
ENSG00000160219,GAB3,Pre-Transplant
ENSG00000268089,GABRQ,Pre-Transplant
ENSG00000071889,FAM3A,Pre-Transplant
ENSG00000232119,MCTS1,Pre-Transplant
ENSG00000232665,PHB1P10,Pre-Transplant
ENSG00000252219,MIR892C,Pre-Transplant
ENSG00000267978,MAGEA9B,Pre-Transplant
ENSG00000186416,NKRF,Pre-Transplant
ENSG00000277009,TEX28P3,Pre-Transplant
ENSG00000233688,ZNF622P1,Pre-Transplant
ENSG00000198889,DCAF12L1,Pre-Transplant
ENSG00000206979,SNORD61,Pre-Transplant
ENSG00000233071,RPSAP59,Pre-Transplant
ENSG00000270709,UFM1P1,Pre-Transplant
ENSG00000230170,HNRNPA1P28,Pre-Transplant
ENSG00000102078,SLC25A14,Pre-Transplant
ENSG00000198932,GPRASP1,Pre-Transplant
ENSG00000252454,MIR2114,Pre-Transplant
ENSG00000183837,PNMA3,Pre-Transplant
ENSG00000171388,APLN,Pre-Transplant
ENSG00000204065,TCEAL5,Pre-Transplant
ENSG00000133131,MORC4,Pre-Transplant
